SIGHTINGDATE,LAT,LON,Presence,SOURCE,SOURCE_DETAIL,PACKAGE_ID,Season,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Any_env_missing
2002-03-03,41.97,-70.59,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-03,44.91,-66.62,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-04,29.93,-81.14,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-04,30.09,-81.29,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-04,42.08,-70.59,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-04,47.53,-63.5,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-06,31.58,-80.9,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-06,32.32,-80.33,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-06,41.5,-67.55,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-06,42.02,-70.28,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-06,47.57,-63.5,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-08,30.33,-81.31,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-08,41.28,-69.17,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-09,41.76,-69.28,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-09,41.8,-70.26,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-09,42.74,-70.06,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-10,30.89,-81.23,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-10,31.18,-81.23,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-10,42.3,-70.37,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-10,44.64,-66.43,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-11,30.97,-81.3,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-11,41.88,-70.19,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-12,41.11,-70.99,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-12,41.87,-70.25,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-12,41.92,-69.91,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-12,42,-68.72,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-13,29.83,-81.05,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-13,42.24,-70.2,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-13,42.56,-69.97,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-13,47.88,-64.03,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-14,41.48,-68.8,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-14,41.84,-69.7,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-14,48.07,-63.74,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-16,31.17,-81.19,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-16,41.74,-69.27,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-16,42.09,-70.27,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-16,42.17,-66.05,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-16,43.01,-70.04,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-17,41.55,-65.97,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-17,41.76,-70.3,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-18,41.03,-70.65,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-18,41.56,-69.33,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-18,41.76,-70.42,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-19,42.18,-70.37,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-19,48.74,-63.84,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-20,31.56,-81.02,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-20,42.08,-70.06,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-22,41.9,-70.47,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-22,41.95,-70.1,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-22,41.98,-70.44,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-22,43.42,-68.02,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-23,42.68,-68.84,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-24,30.16,-81.13,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-24,41.65,-68.65,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-24,41.87,-70.26,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-24,42.92,-69,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-27,29.55,-81.15,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-27,44.57,-66.56,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-30,31.26,-81.05,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-30,41.56,-69.49,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-03-30,48.23,-63.03,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-01,42.87,-70.27,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-03,41.57,-69.75,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-03,41.67,-69.88,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-04,31.01,-81.24,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-04,31.01,-81.17,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-04,41.87,-70.37,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-06,29.93,-81.12,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-06,30.81,-81.36,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-06,31.23,-80.89,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-06,41.6,-69.28,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-06,43.07,-69.97,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-08,31.61,-80.95,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-08,41.65,-69.29,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-08,41.93,-70.38,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-08,43,-70.15,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-09,30.51,-81.13,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-13,42.66,-70.29,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-16,30.71,-81.31,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-16,41.79,-70.48,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-16,43.02,-70.18,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-16,43.1,-68.44,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-18,31.73,-80.88,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-18,41.17,-70.33,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-18,41.49,-69.2,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-18,41.83,-70.43,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-19,30.33,-81.25,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-19,30.92,-81.31,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-19,41.24,-70.01,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-19,42.02,-67.75,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-22,29.32,-81.05,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-26,31.58,-81.09,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-28,41.17,-70.18,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-28,41.24,-69.19,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-28,41.97,-70.36,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-28,42.11,-69.84,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-29,40.54,-71.12,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-29,41.51,-69.05,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-29,42.03,-70,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-04-29,42.04,-70.37,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,30.2,-81.36,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,30.35,-81.24,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,41.29,-69.02,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,41.89,-70.38,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,41.95,-70.21,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-03,47.43,-63.51,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-07,30.32,-81.25,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-07,30.33,-81.16,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-07,31.08,-81.3,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-07,44.61,-66.46,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-09,32.67,-79.73,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-09,36.55,-74.35,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-09,41.77,-70.41,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-13,42.06,-70.08,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-13,42.72,-70.02,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-13,42.95,-70.33,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-14,41.61,-69.32,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-14,41.99,-69.78,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-15,41.77,-68.38,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-15,44.84,-66.46,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-16,30.48,-81.2,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-16,32.53,-80.04,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-16,40.9,-70.25,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-16,42.03,-70.02,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-16,45.65,-61.43,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-18,30.19,-81.28,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-18,30.27,-81,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-19,41.9,-68.94,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-19,42.25,-69.99,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-21,31.44,-81.01,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-21,41.89,-70.38,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-27,30.6,-81.13,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-27,42.58,-70.68,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-28,30.24,-81.09,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-28,30.77,-81.33,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-28,44.61,-66.43,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-29,31.32,-81.08,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-29,44.91,-66.62,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-30,30.7,-81.22,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-30,44.66,-66.43,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,30.94,-81.26,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,32.24,-80.45,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,41.25,-68.93,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,41.78,-70.44,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,41.93,-69.88,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,43.15,-69.27,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-05-31,44.85,-66.42,0,Visual,RWSAS non-sighting days,,Spring,,,,,0,0,0,0,1
2002-06-01,30.57,-81.35,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-01,41.6,-69.95,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-01,47.51,-63.62,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-02,30.58,-81.2,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-02,43.54,-69.73,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-02,44.55,-66.38,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-02,47.03,-60.63,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-05,41.82,-70.12,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-06,26.93,-80.06,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-06,30.3,-81.25,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-06,41.27,-69,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-07,30.68,-81.24,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-07,41.9,-70.38,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-07,42.16,-69.8,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-09,29.02,-80.87,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-09,30.56,-81.26,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-09,40.14,-72.25,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-09,41.69,-69.84,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-15,27.87,-80.44,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-15,31.88,-80.71,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-16,39.65,-74.12,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-16,41.38,-71.03,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-16,42.14,-70.3,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-16,44.62,-66.54,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-17,41.69,-68.88,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-17,41.85,-69.56,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-17,42.98,-69.08,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-17,47.54,-63.48,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-22,40.53,-74,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-22,41.27,-69.14,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-22,41.29,-68.84,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-22,41.89,-70.48,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-22,48.02,-63.75,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-23,42.04,-70.42,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-23,42.81,-70.57,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-23,44.52,-66.54,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-25,41.81,-70.4,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-25,42.93,-70.04,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-25,44.63,-66.48,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-27,30.48,-81.28,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-27,41.88,-70.53,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-27,42.02,-70.31,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-27,42.04,-70.55,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-28,41.78,-70.35,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-28,41.78,-70.24,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-28,41.98,-69.82,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-28,43,-69.08,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-28,47.59,-63.59,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-29,41.88,-70.48,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-29,41.91,-69.78,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-30,31.47,-80.91,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-30,42.22,-69.17,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-06-30,47.47,-63.45,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-07-02,42.72,-70.32,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-07-02,48.01,-63.65,0,Visual,RWSAS non-sighting days,,Summer,,,,,0,0,0,0,1
2002-07-04,30.61,-81.26,0,Visual,RWSAS non-sighting days,,Summer,30.2514998,0,1.05475624,,1,1,1,0,1
2002-07-04,31.44,-81.06,0,Visual,RWSAS non-sighting days,,Summer,28.73172379,3.5762029,,,1,1,0,0,1
2002-07-04,32.03,-80.61,0,Visual,RWSAS non-sighting days,,Summer,28.44981474,,,,1,0,0,0,1
2002-07-04,42.02,-69.98,0,Visual,RWSAS non-sighting days,,Summer,19.099999,0.516138,1.212310325,,1,1,1,0,1
2002-07-04,42.58,-70.13,0,Visual,RWSAS non-sighting days,,Summer,18.57308481,0.5106689207,1.27058,,1,1,1,0,1
2002-07-05,30.17,-81.04,0,Visual,RWSAS non-sighting days,,Summer,29.65359956,0.02178437571,0.4866469713,,1,1,1,0,1
2002-07-05,42.1,-70.24,0,Visual,RWSAS non-sighting days,,Summer,18.88,0.4883344639,0.8860762452,,1,1,1,0,1
